Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"722302268","571275591","CORR","","2023-03-14T06:27:09Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-14T06:27:09Z","2023-03-14","2023-04-04","","false","BBSF","false","true","","20,000,000","146,000,000","EUR","CNY","","","","","","","","","","","","","","","","","20000000","","EUR","","150000000","","CNY","","7.3","CNY/EUR","2023-04-04","","","222,380","EUR","","","","","","","7.3","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302269","574561032","CORR","","2023-03-16T12:46:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-16T12:46:12Z","2023-03-16","2023-03-23","","false","BBSF","true","false","","5,000,000","34,474,062","USD","CNY","","","","","","","","","","","","","","","","","34000000","","CNY","","5000000","","USD","","6.8948","USD/CNY","2023-03-23","","","23,150.04167","USD","","","","","","","6.8948","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302270","577402408","CORR","","2023-03-20T17:51:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-20T17:51:41Z","2023-03-20","2023-04-03","","false","BBSF","false","false","","2,000,000","13,740,800","USD","CNY","","","","","","","","","","","","","","","","","2000000","","USD","","14000000","","CNY","","6.8704","CNY/USD","2023-04-03","","","10,650","USD","","","","","","","6.8704","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302271","589615272","CORR","","2023-03-21T14:52:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-21T14:52:12Z","2023-03-21","2024-03-21","","false","BBSF","true","true","","8,898,792","63,000,000","USD","CNY","","","","","","","","","","","","","","","","","8898792","","USD","","62999889","","CNY","","7.0796","CNY/USD","2024-03-21","","","103.27851","USD","","","","","","","7.0796","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302272","577402407","CORR","","2023-03-20T17:51:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-20T17:51:41Z","2023-03-20","2023-04-03","","false","BBSF","false","false","","2,000,000","13,740,800","USD","CNY","","","","","","","","","","","","","","","","","14000000","","CNY","","2000000","","USD","","6.8704","USD/CNY","2023-04-03","","","10,750","USD","","","","","","","6.8704","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302273","589615274","CORR","","2023-03-21T14:52:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-21T14:52:12Z","2023-03-21","2024-03-21","","false","BBSF","true","false","","6,000,000","38,915,940","USD","CNY","","","","","","","","","","","","","","","","","40000000","","CNY","","6000000","","USD","","6.486","USD/CNY","2024-03-21","","","99.78446","USD","","","","","","","6.486","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302274","589615275","CORR","","2023-03-21T14:52:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-21T14:52:12Z","2023-03-21","2024-03-21","","false","BBSF","true","true","","10,000,000","64,860,117","USD","CNY","","","","","","","","","","","","","","","","","63000000","","CNY","","10000000","","USD","","6.486","USD/CNY","2024-03-21","","","106.32806","USD","","","","","","","6.486","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302275","589615273","CORR","","2023-03-21T14:52:12Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-21T14:52:12Z","2023-03-21","2024-03-21","","false","BBSF","true","false","","5,650,021","40,000,000","USD","CNY","","","","","","","","","","","","","","","","","5650021","","USD","","39999888","","CNY","","7.0796","CNY/USD","2024-03-21","","","102.56382","USD","","","","","","","7.0796","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302276","581930490","CORR","","2023-03-24T13:26:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-24T13:26:24Z","2023-03-24","2023-03-31","","false","BBSF","true","false","","4,000,000","27,462,773","USD","CNY","","","","","","","","","","","","","","","","","4000000","","USD","","30000000","","CNY","","6.8657","CNY/USD","2023-03-31","","","15,799.9842","USD","","","","","","","6.8657","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302277","580723508","CORR","","2023-03-23T12:38:57Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-23T12:38:57Z","2023-03-23","2023-03-30","","false","BBSF","true","false","","3,662,741","25,000,000","USD","CNY","","","","","","","","","","","","","","","","","25000039","","CNY","","3662741","","USD","","6.8255","USD/CNY","2023-03-30","","","13,185.8676","USD","","","","","","","6.8255","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302278","580723507","CORR","","2023-03-23T12:38:57Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-23T12:38:57Z","2023-03-23","2023-03-30","","false","BBSF","true","false","","3,662,741","25,000,000","USD","CNY","","","","","","","","","","","","","","","","","3662741","","USD","","25000039","","CNY","","6.8255","CNY/USD","2023-03-30","","","13,277.43613","USD","","","","","","","6.8255","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302279","583102799","CORR","","2023-03-27T12:45:07Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-27T12:45:07Z","2023-03-27","2023-04-03","","false","BBSF","true","true","","9,000,000","61,940,906","USD","CNY","","","","","","","","","","","","","","","","","9000000","","USD","","65000000","","CNY","","6.8823","CNY/USD","2023-04-03","","","33,615.11205","USD","","","","","","","6.8823","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302280","583102801","CORR","","2023-03-27T12:45:07Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-27T12:45:07Z","2023-03-27","2023-04-03","","false","BBSF","true","true","","9,000,000","61,940,906","USD","CNY","","","","","","","","","","","","","","","","","65000000","","CNY","","9000000","","USD","","6.8823","USD/CNY","2023-04-03","","","33,696.11232","USD","","","","","","","6.8823","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302281","584326886","CORR","","2023-03-28T13:00:08Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-28T13:00:08Z","2023-03-28","2023-04-04","","false","BBSF","true","true","","10,000,000","68,702,897","USD","CNY","","","","","","","","","","","","","","","","","10000000","","USD","","65000000","","CNY","","6.8703","CNY/USD","2023-04-04","","","35,499.94675","USD","","","","","","","6.8703","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302282","581930493","CORR","","2023-03-24T13:26:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-24T13:26:24Z","2023-03-24","2023-03-31","","false","BBSF","true","false","","4,000,000","27,462,773","USD","CNY","","","","","","","","","","","","","","","","","30000000","","CNY","","4000000","","USD","","6.8657","USD/CNY","2023-03-31","","","16,399.9836","USD","","","","","","","6.8657","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302283","585529606","CORR","","2023-03-29T12:33:58Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-29T12:33:58Z","2023-03-29","2023-04-06","","false","BBSF","true","true","","8,000,000","55,057,772","USD","CNY","","","","","","","","","","","","","","","","","52000000","","CNY","","8000000","","USD","","6.8822","USD/CNY","2023-04-06","","","29,400.09188","USD","","","","","","","6.8822","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302284","585529607","CORR","","2023-03-29T12:33:58Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-29T12:33:58Z","2023-03-29","2023-04-06","","false","BBSF","true","true","","8,000,000","55,057,772","USD","CNY","","","","","","","","","","","","","","","","","8000000","","USD","","52000000","","CNY","","6.8822","CNY/USD","2023-04-06","","","30,400.095","USD","","","","","","","6.8822","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302285","584326887","CORR","","2023-03-28T13:00:08Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-28T13:00:08Z","2023-03-28","2023-04-04","","false","BBSF","true","true","","10,000,000","68,702,897","USD","CNY","","","","","","","","","","","","","","","","","65000000","","CNY","","10000000","","USD","","6.8703","USD/CNY","2023-04-04","","","35,749.94638","USD","","","","","","","6.8703","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302286","585517668","CORR","","2023-03-29T11:55:46Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-29T11:55:46Z","2023-03-29","2023-04-06","","false","BBSF","false","true","","30,183,600","230,000,000","EUR","CNY","","","","","","","","","","","","","","","","","30183600","","EUR","","229999032","","CNY","","7.62","CNY/EUR","2023-04-06","","","11,469.768","EUR","","","","","","","7.62","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302287","585517667","CORR","","2023-03-29T11:55:46Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-29T11:55:46Z","2023-03-29","2023-04-06","","false","BBSF","false","true","","30,666,600","230,000,000","EUR","CNY","","","","","","","","","","","","","","","","","30666600","","EUR","","229999500","","CNY","","7.5","CNY/EUR","2023-04-06","","","107,333.1","EUR","","","","","","","7.5","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302288","585517669","CORR","","2023-03-29T11:55:46Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-29T11:55:46Z","2023-03-29","2023-04-06","","false","BBSF","false","true","","59,523,600","450,000,000","EUR","CNY","","","","","","","","","","","","","","","","","59523600","","EUR","","449998416","","CNY","","7.56","CNY/EUR","2023-04-06","","","71,428.32","EUR","","","","","","","7.56","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302289","586729724","CORR","","2023-03-30T12:59:37Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-30T12:59:37Z","2023-03-30","2023-04-06","","false","BBSF","true","true","","7,852,572","54,000,000","USD","CNY","","","","","","","","","","","","","","","","","53999782","","CNY","","7852572","","USD","","6.8767","USD/CNY","2023-04-06","","","29,250.8307","USD","","","","","","","6.8767","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302290","586729725","CORR","","2023-03-30T12:59:37Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-30T12:59:37Z","2023-03-30","2023-04-06","","false","BBSF","true","true","","7,852,572","54,000,000","USD","CNY","","","","","","","","","","","","","","","","","7852572","","USD","","53999782","","CNY","","6.8767","CNY/USD","2023-04-06","","","28,072.9449","USD","","","","","","","6.8767","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302291","587930210","CORR","","2023-03-31T13:16:17Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-31T13:16:17Z","2023-03-31","2023-04-07","","false","BBSF","true","true","","10,918,421","75,000,000","USD","CNY","","","","","","","","","","","","","","","","","74999726","","CNY","","10918421","","USD","","6.8691","USD/CNY","2023-04-07","","","36,773.24193","USD","","","","","","","6.8691","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302292","587930209","CORR","","2023-03-31T13:16:17Z","","FX","ForeignExchange:VanillaOption","N","false","2023-03-31T13:16:17Z","2023-03-31","2023-04-07","","false","BBSF","true","true","","10,918,421","75,000,000","USD","CNY","","","","","","","","","","","","","","","","","10918421","","USD","","74999726","","CNY","","6.8691","CNY/USD","2023-04-07","","","37,166.30508","USD","","","","","","","6.8691","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302293","590450576","CORR","","2023-04-04T13:37:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-04T13:37:19Z","2023-04-04","2023-04-11","","false","BBSF","true","true","","12,190,728","84,000,000","USD","CNY","","","","","","","","","","","","","","","","","84000211","","CNY","","12190728","","USD","","6.8905","USD/CNY","2023-04-11","","","36,255.22507","USD","","","","","","","6.8905","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302294","590450575","CORR","","2023-04-04T13:37:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-04T13:37:19Z","2023-04-04","2023-04-11","","false","BBSF","true","true","","12,190,728","84,000,000","USD","CNY","","","","","","","","","","","","","","","","","12190728","","USD","","84000211","","CNY","","6.8905","CNY/USD","2023-04-11","","","34,499.76024","USD","","","","","","","6.8905","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302295","589176406","CORR","","2023-04-03T13:41:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-03T13:41:16Z","2023-04-03","2023-04-10","","false","BBSF","true","true","","10,750,968","74,000,000","USD","CNY","","","","","","","","","","","","","","","","","73999988","","CNY","","10750968","","USD","","6.8831","USD/CNY","2023-04-10","","","36,327.52087","USD","","","","","","","6.8831","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302296","589176405","CORR","","2023-04-03T13:41:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-03T13:41:16Z","2023-04-03","2023-04-10","","false","BBSF","true","true","","10,750,968","74,000,000","USD","CNY","","","","","","","","","","","","","","","","","10750968","","USD","","73999988","","CNY","","6.8831","CNY/USD","2023-04-10","","","36,456.53249","USD","","","","","","","6.8831","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302297","592718091","CORR","","2023-04-07T13:09:32Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-07T13:09:32Z","2023-04-07","2023-04-14","","false","BBSF","true","false","","2,619,136","18,000,000","USD","CNY","","","","","","","","","","","","","","","","","18000012","","CNY","","2619136","","USD","","6.8725","USD/CNY","2023-04-14","","","7,857.408","USD","","","","","","","6.8725","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302298","592718090","CORR","","2023-04-07T13:09:32Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-07T13:09:32Z","2023-04-07","2023-04-14","","false","BBSF","true","false","","2,619,136","18,000,000","USD","CNY","","","","","","","","","","","","","","","","","2619136","","USD","","18000012","","CNY","","6.8725","CNY/USD","2023-04-14","","","7,791.9296","USD","","","","","","","6.8725","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302299","594115690","CORR","","2023-04-11T12:55:28Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-11T12:55:28Z","2023-04-11","2023-04-18","","false","BBSF","true","false","","2,758,784","19,000,000","USD","CNY","","","","","","","","","","","","","","","","","2758784","","USD","","19000021","","CNY","","6.8871","CNY/USD","2023-04-18","","","7,545.27424","USD","","","","","","","6.8871","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302300","594115689","CORR","","2023-04-11T12:55:28Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-11T12:55:28Z","2023-04-11","2023-04-18","","false","BBSF","true","false","","2,758,784","19,000,000","USD","CNY","","","","","","","","","","","","","","","","","19000021","","CNY","","2758784","","USD","","6.8871","USD/CNY","2023-04-18","","","7,628.03776","USD","","","","","","","6.8871","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302301","595383389","CORR","","2023-04-12T12:46:04Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-12T12:46:04Z","2023-04-12","2023-04-19","","false","BBSF","true","false","","4,000,000","27,487,573","USD","CNY","","","","","","","","","","","","","","","","","4000000","","USD","","30000000","","CNY","","6.8719","CNY/USD","2023-04-19","","","10,419.98958","USD","","","","","","","6.8719","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302302","596654110","CORR","","2023-04-13T12:27:56Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-13T12:27:56Z","2023-04-13","2023-04-20","","false","BBSF","true","false","","4,361,662","30,000,000","USD","CNY","","","","","","","","","","","","","","","","","4361662","","USD","","29999947","","CNY","","6.8781","CNY/USD","2023-04-20","","","8,723.324","USD","","","","","","","6.8781","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302303","599144360","CORR","","2023-04-17T13:02:39Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-17T13:02:39Z","2023-04-17","2023-04-24","","false","BBSF","true","false","","4,000,000","27,494,407","USD","CNY","","","","","","","","","","","","","","","","","28000000","","CNY","","4000000","","USD","","6.8736","USD/CNY","2023-04-24","","","9,300.00233","USD","","","","","","","6.8736","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302304","599144361","CORR","","2023-04-17T13:02:39Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-17T13:02:39Z","2023-04-17","2023-04-24","","false","BBSF","true","false","","4,000,000","27,494,407","USD","CNY","","","","","","","","","","","","","","","","","4000000","","USD","","28000000","","CNY","","6.8736","CNY/USD","2023-04-24","","","9,700.00243","USD","","","","","","","6.8736","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302305","596654109","CORR","","2023-04-13T12:27:56Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-13T12:27:56Z","2023-04-13","2023-04-20","","false","BBSF","true","false","","4,361,662","30,000,000","USD","CNY","","","","","","","","","","","","","","","","","29999947","","CNY","","4361662","","USD","","6.8781","USD/CNY","2023-04-20","","","9,050.44865","USD","","","","","","","6.8781","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302306","599471882","CORR","","2023-04-17T20:26:25Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-17T20:26:25Z","2023-04-17","2023-04-24","","false","BBSF","true","true","","15,000,000","102,750,000","USD","CNY","","","","","","","","","","","","","","","","","100000000","","CNY","","15000000","","USD","","6.85","USD/CNY","2023-04-24","","","15,330","USD","","","","","","","6.85","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","false","","","","","","","",""
"722302307","595383388","CORR","","2023-04-12T12:46:04Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-12T12:46:04Z","2023-04-12","2023-04-19","","false","BBSF","true","false","","4,000,000","27,487,573","USD","CNY","","","","","","","","","","","","","","","","","30000000","","CNY","","4000000","","USD","","6.8719","USD/CNY","2023-04-19","","","9,219.99078","USD","","","","","","","6.8719","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302308","596558694","CORR","","2023-04-13T09:44:09Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-13T09:44:09Z","2023-04-13","2023-05-05","","false","BBSF","false","true","","15,000,000","110,250,000","EUR","CNY","","","","","","","","","","","","","","","","","15000000","","EUR","","110000000","","CNY","","7.35","CNY/EUR","2023-05-05","","","456,270","EUR","","","","","","","7.35","EUR/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302309","601736544","CORR","","2023-04-19T13:11:11Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-19T13:11:11Z","2023-04-19","2023-04-26","","false","BBSF","true","false","","3,335,604","23,000,000","USD","CNY","","","","","","","","","","","","","","","","","3335604","","USD","","22999990","","CNY","","6.8953","CNY/USD","2023-04-26","","","8,589.1803","USD","","","","","","","6.8953","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302310","601736543","CORR","","2023-04-19T13:11:11Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-19T13:11:11Z","2023-04-19","2023-04-26","","false","BBSF","true","false","","3,335,604","23,000,000","USD","CNY","","","","","","","","","","","","","","","","","22999990","","CNY","","3335604","","USD","","6.8953","USD/CNY","2023-04-26","","","8,505.7902","USD","","","","","","","6.8953","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302311","602944043","CORR","","2023-04-20T12:54:38Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-20T12:54:38Z","2023-04-20","2023-04-27","","false","BBSF","true","true","","7,563,292","52,000,000","USD","CNY","","","","","","","","","","","","","","","","","7563292","","USD","","51999901","","CNY","","6.8753","CNY/USD","2023-04-27","","","16,261.0778","USD","","","","","","","6.8753","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302312","602944044","CORR","","2023-04-20T12:54:38Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-20T12:54:38Z","2023-04-20","2023-04-27","","false","BBSF","true","true","","7,563,292","52,000,000","USD","CNY","","","","","","","","","","","","","","","","","51999901","","CNY","","7563292","","USD","","6.8753","USD/CNY","2023-04-27","","","17,962.8185","USD","","","","","","","6.8753","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302313","604278311","CORR","","2023-04-21T13:04:15Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-21T13:04:15Z","2023-04-21","2023-04-28","","false","BBSF","true","false","","3,000,000","20,669,379","USD","CNY","","","","","","","","","","","","","","","","","3000000","","USD","","19000000","","CNY","","6.8898","CNY/USD","2023-04-28","","","7,124.99288","USD","","","","","","","6.8898","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302314","604278310","CORR","","2023-04-21T13:04:15Z","","FX","ForeignExchange:VanillaOption","N","false","2023-04-21T13:04:15Z","2023-04-21","2023-04-28","","false","BBSF","true","false","","3,000,000","20,669,379","USD","CNY","","","","","","","","","","","","","","","","","19000000","","CNY","","3000000","","USD","","6.8898","USD/CNY","2023-04-28","","","7,049.99295","USD","","","","","","","6.8898","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
