Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"722302463","677260046","CORR","","2023-06-30T10:58:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-30T10:58:40Z","2023-06-30","2023-07-06","","false","BBSF","true","false","","3,983,520","29,000,000","USD","CNY","","","","","","","","","","","","","","","","","3983520","","USD","","29000026","","CNY","","7.28","CNY/USD","2023-07-06","","","11,667.73008","USD","","","","","","","7.28","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302464","679102906","CORR","","2023-07-03T12:41:00Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-03T12:41:00Z","2023-07-03","2023-07-10","","false","BBSF","true","true","","12,816,256","93,000,000","USD","CNY","","","","","","","","","","","","","","","","","12816256","","USD","","92999880","","CNY","","7.2564","CNY/USD","2023-07-10","","","33,373.33037","USD","","","","","","","7.2564","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302465","709209835","CORR","","2023-07-05T12:56:13Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-05T12:56:13Z","2023-07-05","2023-07-12","","false","BBSF","true","false","","6,345,675","46,000,000","USD","CNY","","","","","","","","","","","","","","","","","6345675","","USD","","45999798","","CNY","","7.249","CNY/USD","2023-07-12","","","17,514.063","USD","","","","","","","7.249","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302466","681808176","CORR","","2023-07-05T20:24:25Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-05T20:24:25Z","2023-07-05","2023-07-06","","false","BBSF","true","false","","5,000,000","36,225,000","USD","CNY","","","","","","","","","","","","","","","","","36000000","","CNY","","5000000","","USD","","7.245","USD/CNY","2023-07-06","","","1,910","USD","","","","","","","7.245","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","false","","","","","","","",""
"722302467","709209849","CORR","","2023-07-05T12:56:13Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-05T12:56:13Z","2023-07-05","2023-07-12","","false","BBSF","true","false","","6,345,675","46,000,000","USD","CNY","","","","","","","","","","","","","","","","","45999798","","CNY","","6345675","","USD","","7.249","USD/CNY","2023-07-12","","","17,514.063","USD","","","","","","","7.249","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302468","681780658","CORR","","2023-07-05T18:33:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-05T18:33:40Z","2023-07-05","2023-08-03","","false","BBSF","true","true","","9,959,100","73,000,000","USD","CNY","","","","","","","","","","","","","","","","","9959100","","USD","","73000203","","CNY","","7.33","CNY/USD","2023-08-03","","","23,393.9259","USD","","","","","","","7.33","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302469","681780662","CORR","","2023-07-05T18:33:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-05T18:33:40Z","2023-07-05","2023-08-03","","false","BBSF","true","true","","10,000,000","71,700,000","USD","CNY","","","","","","","","","","","","","","","","","72000000","","CNY","","10000000","","USD","","7.17","USD/CNY","2023-08-03","","","23,150","USD","","","","","","","7.17","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302470","683057577","CORR","","2023-07-06T19:48:49Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T19:48:49Z","2023-07-06","2023-07-07","","false","BBSF","true","true","","8,000,000","57,840,000","USD","CNY","","","","","","","","","","","","","","","","","58000000","","CNY","","8000000","","USD","","7.23","USD/CNY","2023-07-07","","","5,416","USD","","","","","","","7.23","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302471","683057576","CORR","","2023-07-06T19:48:49Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T19:48:49Z","2023-07-06","2023-07-07","","false","BBSF","true","false","","964,830","7,000,000","USD","CNY","","","","","","","","","","","","","","","","","7000035","","CNY","","964830","","USD","","7.2552","USD/CNY","2023-07-07","","","1,577.49705","USD","","","","","","","7.2552","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302472","709209842","CORR","","2023-07-06T13:09:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T13:09:24Z","2023-07-06","2023-07-13","","false","BBSF","true","false","","6,755,610","49,000,000","USD","CNY","","","","","","","","","","","","","","","","","6755610","","USD","","48999790","","CNY","","7.2532","CNY/USD","2023-07-13","","","20,942.391","USD","","","","","","","7.2532","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302473","709209857","CORR","","2023-07-06T13:09:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T13:09:24Z","2023-07-06","2023-07-13","","false","BBSF","true","false","","6,755,610","49,000,000","USD","CNY","","","","","","","","","","","","","","","","","48999790","","CNY","","6755610","","USD","","7.2532","USD/CNY","2023-07-13","","","19,253.4885","USD","","","","","","","7.2532","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302474","682793093","CORR","","2023-07-06T15:18:34Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T15:18:34Z","2023-07-06","2023-07-27","","false","BBSF","true","true","","10,000,000","71,300,000","USD","CNY","","","","","","","","","","","","","","","","","71000000","","CNY","","10000000","","USD","","7.13","USD/CNY","2023-07-27","","","7,210","USD","","","","","","","7.13","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302475","687838081","CORR","","2023-07-06T15:18:34Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T15:18:34Z","2023-07-06","2023-07-12","","false","BBSF","true","true","","10,000,000","72,400,000","USD","CNY","","","","","","","","","","","","","","","","","72000000","","CNY","","10000000","","USD","","7.24","USD/CNY","2023-07-12","","","16,650","USD","","","","","","","7.24","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302476","684055423","CORR","","2023-07-07T13:13:48Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-07T13:13:48Z","2023-07-07","2023-07-14","","false","BBSF","true","true","","7,048,028","51,000,000","USD","CNY","","","","","","","","","","","","","","","","","7048028","","USD","","51000235","","CNY","","7.2361","CNY/USD","2023-07-14","","","19,311.59672","USD","","","","","","","7.2361","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302477","683057575","CORR","","2023-07-06T19:48:49Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T19:48:49Z","2023-07-06","2023-07-07","","false","BBSF","true","false","","964,830","7,000,000","USD","CNY","","","","","","","","","","","","","","","","","964830","","USD","","7000035","","CNY","","7.2552","CNY/USD","2023-07-07","","","1,544.69283","USD","","","","","","","7.2552","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302478","682786890","CORR","","2023-07-06T14:54:52Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-06T14:54:52Z","2023-07-06","2023-09-08","","false","BBSF","false","true","","19,736,800","150,000,000","USD","CNY","","","","","","","","","","","","","","","","","19736800","","USD","","149999680","","CNY","","7.6","CNY/USD","2023-09-08","","","13,815.76","USD","","","","","","","7.6","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302479","684055422","CORR","","2023-07-07T13:13:48Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-07T13:13:48Z","2023-07-07","2023-07-14","","false","BBSF","true","true","","7,048,028","51,000,000","USD","CNY","","","","","","","","","","","","","","","","","51000235","","CNY","","7048028","","USD","","7.2361","USD/CNY","2023-07-14","","","19,452.55728","USD","","","","","","","7.2361","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302480","684057566","CORR","","2023-07-07T13:31:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-07T13:31:30Z","2023-07-07","2023-07-12","","false","BBSF","true","true","","10,055,100","73,000,000","USD","CNY","","","","","","","","","","","","","","","","","10055100","","USD","","73000026","","CNY","","7.26","CNY/USD","2023-07-12","","","7,792.7025","USD","","","","","","","7.26","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302481","684057567","CORR","","2023-07-07T13:31:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-07T13:31:30Z","2023-07-07","2023-07-12","","false","BBSF","true","true","","9,958,500","72,000,000","USD","CNY","","","","","","","","","","","","","","","","","71999955","","CNY","","9958500","","USD","","7.23","USD/CNY","2023-07-12","","","21,410.775","USD","","","","","","","7.23","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302482","689494868","CORR","","2023-07-07T18:40:44Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-07T18:40:44Z","2023-07-07","2023-07-14","","false","BBSF","true","true","","25,000,000","179,500,000","USD","CNY","","","","","","","","","","","","","","","","","180000000","","CNY","","25000000","","USD","","7.18","USD/CNY","2023-07-14","","","21,225","USD","","","","","","","7.18","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","false","","","","","","","",""
"722302483","684538211","CORR","","2023-07-10T01:20:31Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-10T01:20:31Z","2023-07-10","2023-08-01","","false","BBSF","true","true","","10,047,500","74,000,000","USD","CNY","","","","","","","","","","","","","","","","","10047500","","USD","","73999838","","CNY","","7.365","CNY/USD","2023-08-01","","","5,325.175","USD","","","","","","","7.365","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302484","684538212","CORR","","2023-07-10T01:20:31Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-10T01:20:31Z","2023-07-10","2023-08-01","","false","BBSF","true","true","","10,000,000","71,350,000","USD","CNY","","","","","","","","","","","","","","","","","71000000","","CNY","","10000000","","USD","","7.135","USD/CNY","2023-08-01","","","14,800","USD","","","","","","","7.135","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302485","685321787","CORR","","2023-07-10T12:53:20Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-10T12:53:20Z","2023-07-10","2023-07-17","","false","BBSF","true","false","","6,628,380","48,000,000","USD","CNY","","","","","","","","","","","","","","","","","48000077","","CNY","","6628380","","USD","","7.2416","USD/CNY","2023-07-17","","","17,233.788","USD","","","","","","","7.2416","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302486","686625013","CORR","","2023-07-11T14:04:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-11T14:04:40Z","2023-07-11","2023-07-18","","false","BBSF","true","false","","6,100,793","44,000,000","USD","CNY","","","","","","","","","","","","","","","","","6100793","","USD","","44000139","","CNY","","7.2122","CNY/USD","2023-07-18","","","16,472.1411","USD","","","","","","","7.2122","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302487","685321786","CORR","","2023-07-10T12:53:20Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-10T12:53:20Z","2023-07-10","2023-07-17","","false","BBSF","true","false","","6,628,380","48,000,000","USD","CNY","","","","","","","","","","","","","","","","","6628380","","USD","","48000077","","CNY","","7.2416","CNY/USD","2023-07-17","","","17,399.4975","USD","","","","","","","7.2416","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302488","685326312","CORR","","2023-07-10T13:33:17Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-10T13:33:17Z","2023-07-10","2023-09-08","","false","BBSF","false","true","","19,736,800","150,000,000","USD","CNY","","","","","","","","","","","","","","","","","19736800","","USD","","149999680","","CNY","","7.6","CNY/USD","2023-09-08","","","7,894.72","USD","","","","","","","7.6","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302489","686625014","CORR","","2023-07-11T14:04:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-11T14:04:40Z","2023-07-11","2023-07-18","","false","BBSF","true","false","","6,100,793","44,000,000","USD","CNY","","","","","","","","","","","","","","","","","44000139","","CNY","","6100793","","USD","","7.2122","USD/CNY","2023-07-18","","","16,319.62128","USD","","","","","","","7.2122","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302490","687837322","CORR","","2023-07-12T14:11:38Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-12T14:11:38Z","2023-07-12","2023-07-19","","false","BBSF","true","true","","10,043,238","72,000,000","USD","CNY","","","","","","","","","","","","","","","","","71999973","","CNY","","10043238","","USD","","7.169","USD/CNY","2023-07-19","","","27,056.48317","USD","","","","","","","7.169","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302491","687837321","CORR","","2023-07-12T14:11:38Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-12T14:11:38Z","2023-07-12","2023-07-19","","false","BBSF","true","true","","10,043,238","72,000,000","USD","CNY","","","","","","","","","","","","","","","","","10043238","","USD","","71999973","","CNY","","7.169","CNY/USD","2023-07-19","","","26,142.54851","USD","","","","","","","7.169","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302492","689039129","CORR","","2023-07-13T12:49:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-13T12:49:40Z","2023-07-13","2023-07-20","","false","BBSF","true","true","","10,323,690","74,000,000","USD","CNY","","","","","","","","","","","","","","","","","74000210","","CNY","","10323690","","USD","","7.168","USD/CNY","2023-07-20","","","27,254.5416","USD","","","","","","","7.168","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302493","689039128","CORR","","2023-07-13T12:49:40Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-13T12:49:40Z","2023-07-13","2023-07-20","","false","BBSF","true","true","","10,323,690","74,000,000","USD","CNY","","","","","","","","","","","","","","","","","10323690","","USD","","74000210","","CNY","","7.168","CNY/USD","2023-07-20","","","26,583.0006","USD","","","","","","","7.168","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302494","690258791","CORR","","2023-07-14T12:57:39Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-14T12:57:39Z","2023-07-14","2023-07-21","","false","BBSF","true","true","","9,658,752","69,000,000","USD","CNY","","","","","","","","","","","","","","","","","69000193","","CNY","","9658752","","USD","","7.1438","USD/CNY","2023-07-21","","","28,203.55584","USD","","","","","","","7.1438","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302495","690258790","CORR","","2023-07-14T12:57:39Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-14T12:57:39Z","2023-07-14","2023-07-21","","false","BBSF","true","true","","9,658,752","69,000,000","USD","CNY","","","","","","","","","","","","","","","","","9658752","","USD","","69000193","","CNY","","7.1438","CNY/USD","2023-07-21","","","27,768.912","USD","","","","","","","7.1438","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302496","689077642","CORR","","2023-07-13T15:41:04Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-13T15:41:04Z","2023-07-13","2023-09-08","","false","BBSF","false","true","","20,270,200","150,000,000","USD","CNY","","","","","","","","","","","","","","","","","20270200","","USD","","149999480","","CNY","","7.4","CNY/USD","2023-09-08","","","13,581.034","USD","","","","","","","7.4","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302497","691014401","CORR","","2023-07-17T12:57:26Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-17T12:57:26Z","2023-07-17","2023-07-24","","false","BBSF","true","true","","10,732,608","77,000,000","USD","CNY","","","","","","","","","","","","","","","","","10732608","","USD","","77000023","","CNY","","7.1744","CNY/USD","2023-07-24","","","29,085.36768","USD","","","","","","","7.1744","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302498","691014402","CORR","","2023-07-17T12:57:26Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-17T12:57:26Z","2023-07-17","2023-07-24","","false","BBSF","true","true","","10,732,608","77,000,000","USD","CNY","","","","","","","","","","","","","","","","","77000023","","CNY","","10732608","","USD","","7.1744","USD/CNY","2023-07-24","","","29,729.32416","USD","","","","","","","7.1744","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302499","692305442","CORR","","2023-07-18T11:57:22Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-18T11:57:22Z","2023-07-18","2023-09-08","","false","BBSF","false","true","","30,555,600","220,000,000","USD","CNY","","","","","","","","","","","","","","","","","30555600","","USD","","220000320","","CNY","","7.2","CNY/USD","2023-09-08","","","151,525.2204","USD","","","","","","","7.2","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302500","693625286","CORR","","2023-07-19T13:46:59Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-19T13:46:59Z","2023-07-19","2023-07-26","","false","BBSF","true","true","","8,438,460","61,000,000","USD","CNY","","","","","","","","","","","","","","","","","8438460","","USD","","60999940","","CNY","","7.2288","CNY/USD","2023-07-26","","","28,353.2256","USD","","","","","","","7.2288","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302501","692305443","CORR","","2023-07-18T11:57:22Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-18T11:57:22Z","2023-07-18","2023-09-08","","false","BBSF","false","true","","29,729,700","220,000,000","USD","CNY","","","","","","","","","","","","","","","","","29729700","","USD","","219999780","","CNY","","7.4","CNY/USD","2023-09-08","","","20,275.6554","USD","","","","","","","7.4","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302502","693625287","CORR","","2023-07-19T13:46:59Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-19T13:46:59Z","2023-07-19","2023-07-26","","false","BBSF","true","true","","8,438,460","61,000,000","USD","CNY","","","","","","","","","","","","","","","","","60999940","","CNY","","8438460","","USD","","7.2288","USD/CNY","2023-07-26","","","27,636.45288","USD","","","","","","","7.2288","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302503","692305441","CORR","","2023-07-18T11:57:22Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-18T11:57:22Z","2023-07-18","2023-09-08","","false","BBSF","false","true","","39,726,000","290,000,000","USD","CNY","","","","","","","","","","","","","","","","","39726000","","USD","","289999800","","CNY","","7.3","CNY/USD","2023-09-08","","","74,367.072","USD","","","","","","","7.3","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302504","692341085","CORR","","2023-07-18T15:15:09Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-18T15:15:09Z","2023-07-18","2023-07-21","","false","BBSF","false","true","","40,000,000","286,000,000","USD","CNY","","","","","","","","","","","","","","","","","290000000","","CNY","","40000000","","USD","","7.15","USD/CNY","2023-07-21","","","16,960","USD","","","","","","","7.15","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302505","692341077","CORR","","2023-07-18T15:15:09Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-18T15:15:09Z","2023-07-18","2023-07-21","","false","BBSF","false","true","","19,498,600","140,000,000","USD","CNY","","","","","","","","","","","","","","","","","139999948","","CNY","","19498600","","USD","","7.18","USD/CNY","2023-07-21","","","33,654.5836","USD","","","","","","","7.18","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302506","694900457","CORR","","2023-07-20T13:02:11Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-20T13:02:11Z","2023-07-20","2023-07-27","","false","BBSF","true","false","","6,000,000","42,990,657","USD","CNY","","","","","","","","","","","","","","","","","6000000","","USD","","40000000","","CNY","","7.1651","CNY/USD","2023-07-27","","","23,100.0308","USD","","","","","","","7.1651","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302507","693606061","CORR","","2023-07-19T11:43:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-19T11:43:19Z","2023-07-19","2023-07-21","","false","BBSF","false","true","","20,000,000","143,600,000","USD","CNY","","","","","","","","","","","","","","","","","140000000","","CNY","","20000000","","USD","","7.18","USD/CNY","2023-07-21","","","6,460","USD","","","","","","","7.18","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302508","693606060","CORR","","2023-07-19T11:43:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-19T11:43:19Z","2023-07-19","2023-07-21","","false","BBSF","false","true","","10,000,000","72,150,000","USD","CNY","","","","","","","","","","","","","","","","","72000000","","CNY","","10000000","","USD","","7.215","USD/CNY","2023-07-21","","","15,980","USD","","","","","","","7.215","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302509","694900458","CORR","","2023-07-20T13:02:11Z","","FX","ForeignExchange:VanillaOption","N","false","2023-07-20T13:02:11Z","2023-07-20","2023-07-27","","false","BBSF","true","false","","6,000,000","42,990,657","USD","CNY","","","","","","","","","","","","","","","","","40000000","","CNY","","6000000","","USD","","7.1651","USD/CNY","2023-07-27","","","22,050.0294","USD","","","","","","","7.1651","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
